Company Name,Latitude,Longitude,Street,City,County,State,Confidence,Original Address
"Bryght Group, Inc.",41.8158288,-87.9738778,43 Chestnut Ave,Westmont,DuPage County,IL,High,"43 Chestnut Avenue, Westmont, IL"
"Bryn Mawr Institute, LLC",41.763416,-87.579647,7226 S Bennett Ave,Chicago,Cook County,IL,High,"7226 S Bennett Ave, Chicago, IL"
"Bubblepack Pharmacy, Inc.",41.562155,-88.160876,2202 Essington Rd,Joliet,Will County,IL,High,"2202 Essington Road, Joliet, IL"
Buckardt Technologies Inc.,42.083328,-88.331449,2230 Point Blvd,Elgin,Kane County,IL,High,"2230 Point Boulevard #800, Elgin, IL"
Buckingham Search LLC,41.895777,-87.64852,824 W Superior St,Chicago,Cook County,IL,High,"824 West Superior Street, Suite 212, Chicago, IL"
"Buddy's Grounds Maint., Inc.",40.516487,-88.963313,1418 Courtland Ave,Normal,McLean County,IL,High,"1418 Courtland Ave, Normal, IL"
BuendiaHayesDesign LLC,41.937858,-88.159935,1281 Seabury Circle,Carol Stream,DuPage County,IL,High,"1281 Seabury Circle, Building B, Suite 310, Carol Stream, IL"
Buff & Go Inc,41.815432,-87.608773,4345 S Langley Ave,Chicago,Cook County,IL,High,"4345 S Langley Ave Unit 1N, Chicago, IL"
"Buildex Electronics, Inc.",42.146959,-87.917912,75 Meyerson Way,Wheeling,Cook County,IL,High,"75 Meyerson Way, Wheeling, IL"
"Building Asset Systems, LLC",41.938167,-87.661458,1300 W Barry Ave,Chicago,Cook County,IL,High,"1300 W Barry Ave, Unit 1F, Chicago, IL"
Building Ops Company LLC,40.502942,-88.9128649,3215 Viney Ln,Bloomington,McLean County,IL,High,"3215 Viney Ln, Bloomington, IL"
"Building14 Construction Company, LLC",41.880369,-87.695339,2736 W Monroe St,Chicago,Cook County,IL,High,"2736 W Monroe, Chicago, IL"
Built Rite Const.,41.729292,-88.35175,1001 Aucutt Rd,Montgomery,Kane County,IL,High,"1001 Aucutt Rd, Suite C, Montgomery, IL"
"Built United, LLC",40.6776438,-89.6784728,921 S Bosch Rd,Peoria,Peoria County,IL,High,"921 S Bosch Rd, Unit B, Peoria, IL"
Bull and Bear Properties,41.737107,-87.595891,1140 E 87th St,Chicago,Cook County,IL,High,"1140 E 87th Street, Chicago, IL"
Bulwark Security Corp,41.888679,-87.642332,555 W Kinzie St,Chicago,Cook County,IL,High,"555 West Kinzie, Suite 2805, Chicago, IL"
"Burchell Upholstery, Inc.",41.890841,-87.685684,2336 W Grand Ave,Chicago,Cook County,IL,High,"2336 W Grand Avenue, Chicago, IL"
BurgherGray LLP,40.751028,-73.987337,1350 Broadway,New York,,NY,High,"1350 Broadway, Suite 406, New York, NY"
"Burke Burns & Pinelli, Ltd.",41.882315,-87.630471,70 W Madison St,Chicago,Cook County,IL,High,"70 West Madison Street, Suite 4300, Chicago, IL"
"Burling Builders, Inc.",41.785713,-87.626885,44 W 60th St,Chicago,Cook County,IL,High,"44 W 60th Street, Chicago, IL"
Burnham Electric,41.66058,-87.550414,12913 S Commercial Ave,Chicago,Cook County,IL,High,"12913 S Commerical Ave, Chicago, IL"
Burruss Health Services Incorporated,41.9049653,-87.6407546,1251 N Clybourn Ave,Chicago,Cook County,IL,High,"1251 N Clybourn Ave, Chicago, IL"
Bush Infotech Group,41.599527,-87.609673,16247 Wausau Ave,South Holland,Cook County,IL,High,"16247 Wausau Avenue, South Holland, IL"
Bush Transportation LLC,41.630097,-87.634516,14534 S Normal Ave,Riverdale,Cook County,IL,High,"14534 S Normal Ave, Riverdale, IL"
"Business Builders Marketing, Inc",40.481534,-88.949339,201 N Prospect Rd,Bloomington,McLean County,IL,High,"201 North Prospect, Suite 3, Bloomington, IL"
Business Dynamic Solutions LLC,41.678674,-88.127281,1323 Parkside Dr,Bolingbrook,Will County,IL,High,"1323 Parkside Dr, Bolingbrook, IL"
"Business Platform Initiatives LLC - BPI, LLC",39.898991,-86.176641,1006 Stockton St,Indianapolis,Marion County,IN,High,"1006 Stockton Street, Indianapolis, IN"
"Buster Crab, Inc",41.918274,-87.653792,1008 W Armitage Ave,Chicago,Cook County,IL,High,"1008 W Armitage, Chicago, IL"
"Bustos Landscape, Inc.",41.84838,-87.790475,2309 Wesley Ave,Berwyn,Cook County,IL,High,"2309 Wesley Ave, Berwyn, IL"
"Byford Construction, Inc.",41.909029,-88.020569,1030 Dupage Ave,Lombard,DuPage County,IL,High,"1030 Dupage Ave, Lombard, IL"
Byrd Consultants LLC,38.583521,-89.9275019,710 Donna Dr,O'Fallon,St. Clair County,IL,High,"710 Donna Dr, Ofallon, IL"
"C & C Dairy, Inc",41.5903808,-87.71477,16408 S Pulaski Rd,Markham,Cook County,IL,High,"16408 S Pulaski Road, Markham, IL"
"C & G Construction Supply Co., Inc.",41.588113,-87.564257,1593 Valencia Ct,Calumet City,Cook County,IL,High,"1593 Valencia Court, Calumet City, IL"
"C & G Sales, Inc.",41.730016,-88.138198,133 Split Oak Rd,Naperville,DuPage County,IL,High,"133 Split Oak Road, Naperville, IL"
"C & H Associates, Inc.",42.166047,-88.317074,608 Sandpiper Ct,Algonquin,McHenry County,IL,High,"608 Sandpiper Ct, Algonquin, IL"
"C & M Associates, Inc.",32.986717,-96.802274,17304 Preston Rd,Dallas,Dallas County,TX,High,"17304 Preston Rd, Suite 800, Dallas, TX"
"C & Z Enterprises1, LLC",41.707396,-87.662659,10228 S Prospect Ave,Chicago,Cook County,IL,High,"10228 S Prospect Ave, Chicago, IL"
C A Whittaker & Associates LLC,41.885383,-87.632982,180 N La Salle St,Chicago,Cook County,IL,Low,"180 N Lasalle, Suite 3700, Suite 3700, Chicago, IL"
"C Force Construction, Inc.",42.348744,-87.872215,2835 Belvidere Rd,Waukegan,Lake County,IL,High,"2835 Belvidere Road, Suite 306, Waukegan, IL"
C R Market Surveys Inc.,41.767372,-87.570855,7015 S Paxton Ave,Chicago,Cook County,IL,High,"7015 S Paxton Ave, Unit 301, Chicago, IL"
C&L PRINTING CO.,41.878724,-87.62646,228 S Wabash Ave,Chicago,Cook County,IL,High,"228 S Wabash Ave, Ste 260, Chicago, IL"
C&S Carpentry LLC,42.037499,-88.283221,164 E Chicago St,Elgin,Kane County,IL,High,"164 E Chicago St, Suite 300, Elgin, IL"
C'est Si Bon! Ltd.,41.825001,-87.618912,3821 S Giles Ave,Chicago,Cook County,IL,High,"3821 South Giles Ave, Chicago, IL"
C-Max Construction LLC,41.734892,-87.692695,8708 S California Ave,Evergreen Park,Cook County,IL,High,"8708 S California Ave, Evergreen Park, IL"
C-Strategies Inc.,41.879443,-87.655017,128 S Aberdeen St,Chicago,Cook County,IL,High,"128 S Aberdeen St, Unit 3N, Chicago, IL"
"C. A. B. Trucking, Inc.",42.06736975,-88.3407188,Big Timber Rd,Elgin,Kane County,IL,High,"39W066 Big Timber Rd, Elgin, IL"
"C. Lee Construction Services, Inc.",41.593755,-87.265933,1011 S Lake St,Gary,Lake County,IN,High,"1011 S Lake St, Gary, IN"
"C. W. Project Management, L.L.C.",42.3592337,-87.998905,34161 N Wright Ave,Grayslake,Lake County,IL,High,"34161 N Wright Avenue, Grayslake, IL"
"C.H. Millery, L.L.C",41.776667,-87.664557,6430 S Ashland Ave,Chicago,Cook County,IL,High,"6430 S Ashland Ave, Chicago, IL"
"C.K. Cleaning Specialists, Inc.",41.631548,-87.563158,14506 S Bensley Ave,Burnham,Cook County,IL,High,"14506 S Bensley, Burnham, IL"
"C.L. King & Associates, Inc.",42.653339,-73.75455,9 Elk St,Albany,Albany County,NY,Medium,"Nine Elk Street, Albany, NY"
C.N.B Construction LLC,41.522604,-87.306073,5385 S Liverpool Rd,Hobart,Lake County,IN,High,"5385 S Liverpool Rd, Hobart, IN"
"C.R. Schmidt, Inc.",41.82336978,-88.21243725,Talbot Ave,Warrenville,DuPage County,IL,High,"3S215 Talbot Avenue, Warrenville, IL"
C.R.C.D. Construction LLC,41.898495,-87.679919,2105 W Walton St,Chicago,Cook County,IL,High,"2105 W Walton St, Chicago, IL"
C.S.I Certified Safety Inspection,41.9715595,-87.7712457,5712 W Higgins Ave,Chicago,Cook County,IL,High,"5712 West Higgins Avenue, Chicago, IL"
C3 Corporation,41.538032,-88.15055,822 N 129th Infantry Dr,Joliet,Will County,IL,Low,"822 N 129th Infantry Drive, Suite 105, Joliet, IL"
C4 Petroleum Transport Inc.,41.621468,-88.138202,1624 Arborwood Circle,Romeoville,Will County,IL,High,"1624 Arborwood Circle, Romeoville, IL"
C5 Enterprise LLC,41.5057931,-87.795678,7420 E Plank Trail Ct,Frankfort,Will County,IL,High,"7420 E Plank Trail Ct, Frankfort, IL"
"CAD CONCEPTS, INC.",39.987577,-83.068341,2323 W 5th Ave,Columbus,Franklin County,OH,High,"2323 W 5th Ave, Ste 120, Cleveland, OH"
CAD Construction Inc.,40.5247579,-89.4720418,150 S Baer Rd,Tremont,Tazewell County,IL,High,"150 S Baer Rd, Tremont, IL"
"CADILLAC TRANSPORTATION, INC.",41.630666,-87.821899,8236 Highgate Ct,Orland Park,Cook County,IL,High,"8236 Highgate Ct, Orland Park, IL"
CAHUE EXPRESS INC,41.8028,-87.732333,4942 S Kolin Ave,Chicago,Cook County,IL,High,"4942 S Kolin Avenue, Chicago, IL"
CAMBIA INC,41.885303,-87.63728,180 N Wacker Dr,Chicago,Cook County,IL,High,"180 N Wacker Drive Suite, 4th Floor, Chicago, IL"
"CAMM Consulting, Inc.",41.713512,-88.162917,2728 Wendy Dr,Naperville,DuPage County,IL,High,"2728 Wendy Drive, Naperville, IL"
CANDO Corp,41.849732,-87.626668,2361 S State St,Chicago,Cook County,IL,High,"2361 S State Street, Suite L13, Chicago, IL"
CANETE MEDINA CONSULTING GROUP INC.,42.047083,-87.680601,1603 Orrington Ave,Evanston,Cook County,IL,High,"1603 Orrington Ave, Suite 600, Evanston, IL"
CAPT CURT'S BOSS FOOD PRODUCTS,41.74606,-87.619207,8137 S Prairie Park Pl,Chicago,Cook County,IL,High,"8137 S Prairie Park Place, Chicago, IL"
"CARDOSI KIPER DESIGN GROUP, INC.",41.847318,-87.685321,2437 S Western Ave,Chicago,Cook County,IL,Medium,"2437 S Western, Chicago, IL"
CAREGIVING YEARS TRAINING ACADEMY LLC,41.9879919,-87.8388289,1019 Peterson Ave,Park Ridge,Cook County,IL,High,"1019 Peterson Ave Apt A3, Park Ridge, IL"
CARNEYS CLEANING SERVICE,41.623217,-87.532134,452 Garfield Ave,Calumet City,Cook County,IL,High,"452 East Garfield Avenue, Apt 105, Calumet City, IL"
"CAROW CONSULTING, INC.",42.1761993,-87.8921671,2665 Crestwood Ln,Riverwoods,Lake County,IL,High,"2665 Crestwood Lane, Riverwoods, IL"
CASTILLO CARRIERS INC,41.745602,-87.752537,8058 Latrobe Ave,Burbank,Cook County,IL,High,"8058 Latrobe, Burbank, IL"
CASTRO JR TRUCKING INC,41.916913,-87.872339,2103 N Hawthorne Ave,Melrose Park,Cook County,IL,High,"2103 N Hawthrone Ave, Melrose Park, IL"
CAVALRY FIRE PROTECTION SVC,41.886198,-87.874411,331 Rice Ave,Bellwood,Cook County,IL,High,"331 Rice Ave, Bellwood, IL"
CBI International LLC,42.0862347,-88.4516219,1337 Cape Cod Ln,Pingree Grove,Kane County,IL,High,"1337 Cape Cod Ln, Pingree Grove, IL"
"CC Johnson & Malhotra, P.C.",39.106531,-77.191231,9210 Corporate Blvd,Rockville,Montgomery County,MD,High,"9210 Corporate Boulevard, Suite 370, Rockville, MD"
CCAR Industries,39.48398,-88.1654748,1530 Lincoln Ave,Charleston,Coles County,IL,High,"1530 Lincoln Avenue, Charleston, IL"
CCE Enterprises LLC,41.862953,-87.871322,9930 Derby Ln,Westchester,Cook County,IL,High,"9930 Derby Ln, Westchester, IL"
CCI Distribution Partners Corporation,41.682173,-87.9931262,15550 Canal Bank Rd,Lemont,Cook County,IL,High,"15550 Canal Bank Rd, Lemont, IL"
"CCM Consulting Group, LLC",41.783921,-87.603666,915 E 61st St,Chicago,Cook County,IL,High,"915 East 61st Street, #602, Chicago, IL"
"CCM, Inc",42.050055,-87.6889,1740 Ridge Ave,Evanston,Cook County,IL,High,"1740 Ridge Ave, Suite 111, Evanston, IL"
"CCMJ INVESTMENT CORP,",41.906534,-88.321194,725 Prairie St,St Charles,Kane County,IL,High,"725 Prairie St, St Charles, IL"
CCR Chicago Rebar LLC,41.928012,-87.680682,2525 N Elston Ave,Chicago,Cook County,IL,High,"2525 N Elston Suite 230, Chicago, IL"
CCS International Inc.,41.848357,-87.990176,1815 S Meyers Rd,Oakbrook Terrace,DuPage County,IL,High,"1815 S Meyers Road, Suite 1070, Suite 1070, Oakbrook Terrace, IL"
"CCT Underground, LLC",41.1031567,-90.9262677,1801 Lincoln St,Keithsburg,Mercer County,IL,High,"1801 Lincoln St, Keithsburg, IL"
"CD Stacey and Associates, Inc.",41.932142,-86.3398209,10309 S Chapin Ln,Berrien Springs,Berrien County,MI,High,"10309 S Chapin Ln, Berrien Springs, MI"
CDK Logistics LLC,41.791489,-88.055766,5200 Thatcher Rd,Downers Grove,DuPage County,IL,High,"5200 Thatcher Rd, Unit E, Downers Grove, IL"
CELIMAX CONSTRUCTION & SUPPLY INC,42.00096,-87.816678,6625 N Avondale Ave,Chicago,Cook County,IL,High,"6625 N Avondale Ave, Chicago, IL"
CENTER  CITY ELECTRIC,41.991034,-87.748106,6043 N Cicero Ave,Chicago,Cook County,IL,High,"6043 1/2 N Cicero, Chicago, IL"
"CENTERED VA, INC.",41.714146,-87.670127,9851 S Winchester Ave,Chicago,Cook County,IL,Medium,"9851 South Wood, Chicago, IL"
"CEP Engineering, LLC",43.049732,-89.493704,6501 Watts Rd,Madison,Dane County,WI,High,"6501 Watts Rd, Suite 201, Madison, WI"
CERO COMMUNICATIONS INC,40.898916,-73.823627,13 Bertel Ave,Mount Vernon,Westchester County,NY,High,"13 Bertel Ave, Mount Vernon, NY"
"CFS Installation, Inc.",41.873466,-87.701947,3021 W Harrison St,Chicago,Cook County,IL,High,"3021 W Harrison, Chicago, IL"
CG MECHANICAL CORP,41.4167403,-87.9392087,13557 W Haley Rd,Manhattan,Will County,IL,High,"13557 W Haley Rd, Manhattan, IL"
CHALLENGE UNLIMITED INC,38.911719,-90.121781,4 Emmie L Kaus Ln,Alton,Madison County,IL,High,"#4 Emmie L Kaus Lane, Alton, IL"
"CHARDONNAY DIALYSIS, LLC",40.13842,-87.641818,807 W Fairchild St,Danville,Vermilion County,IL,High,"807 W Fairchild St, Danville, IL"
"CHI Services, Inc.",41.591365,-87.591841,1024 E 167th Pl,South Holland,Cook County,IL,High,"1024 East 167th Place, #339, South Holland, IL"
"CHICAGO HOME HEALTHCARE, S.C.",41.876879,-87.648047,812 W Van Buren St,Chicago,Cook County,IL,High,"812 W Van Buren St, Suite # 102, Chicago, IL"
CHICAGO HYGIENE LLC,41.972821,-87.953562,605 Country Club Dr,Bensenville,DuPage County,IL,High,"605 Country Club Dr, Suite E, Bensenville, IL"
"CHICAGO LITERACY GROUP, LLC",41.95062,-87.685645,3803 N Oakley Ave,Chicago,Cook County,IL,High,"3803 N Oakley Ave, Chicago, IL"
CHLORINATING LTD INC.,41.951957,-87.789235,6500 W Dakin St,Chicago,Cook County,IL,High,"6500 West Dakin Street, Chicago, IL"
CHRISTINE & SONS HAULING INC,41.608617,-88.023637,15337 S Oak Run Ct,Lockport,Will County,IL,High,"15337 S Oak Run Ct, Lockport, IL"
"CIMPAR,SC",41.879811,-87.77744,101 Madison St,Oak Park,Cook County,IL,High,"101 Madison St, Oak Park, IL"
CJ CONTRACTORS INC.,41.758316,-87.603967,835 E 75th St,Chicago,Cook County,IL,High,"835 E 75th St, Chicago, IL"
CJ Distribution Inc.,41.064548,-90.554656,102 E Hunt Ave,Alexis,Warren County,IL,High,"102 East Hunt Ave, Alexis, IL"
"CJ'S Towing & Recovery, LLC",41.763375,-88.223907,3900 Gabrielle Ln,Aurora,Kane County,IL,High,"3900 Gabrielle Lane, 6572, Aurora, IL"
"CJL Landscaping, Inc.",40.7905524,-89.7664232,10902 W US Highway 150,Brimfield,Peoria County,IL,High,"10902 W Us Highway 150, Brimfield, IL"
CJL Resources LLC,39.800279,-89.649076,15 S Old State Capitol Plaza,Springfield,Sangamon County,IL,High,"15 S Old State Capitol Plaza, 2nd Floor, Springfield, IL"
CJM Risk Solutions LLC,38.71486,-89.954157,318 Bill Lou Dr,Collinsville,Madison County,IL,High,"318 Bill Lou Drive, Collinsville, IL"
"CJP Appraisal Services, LLC",41.725768,-87.726337,9207 Keeler Ave,Oak Lawn,Cook County,IL,High,"9207 Keeler Ave, Oak Lawn, IL"
CKG Transportation Inc.,41.563769,-87.71638,4101 Lakeview Dr,Country Club Hills,Cook County,IL,High,"4101 Lakeview Drive, Country Club Hills, IL"
CKG Trucking Solutions Inc.,41.9680498,-88.0566733,6 Acacia Ln,Medinah,DuPage County,IL,High,"6N258 Acacia Ln, Medinah, IL"
"CKL ENGINEERS, LLC",41.895307,-87.649097,700 N Green St,Chicago,Cook County,IL,High,"700 N Green Street, 204, Chicago, IL"
CLARIDIGM Inc.,41.7178275,-87.6708597,9640 S Winchester Ave,Chicago,Cook County,IL,High,"9640 S Winchester, 2nd Flr, Chicago, IL"
CLB Consulting Group Company,41.919822,-87.647623,2054 N Burling St,Chicago,Cook County,IL,High,"2054 N Burling St, Chicago, IL"
"CLK Systems, Inc.",42.4899989,-87.9512828,43185 N US Highway 41,Zion,Lake County,IL,High,"43185 N Hwy 41, Zion, IL"
CMA Waterproofing Inc.,41.864511,-87.78551,1220 Elmwood Ave,Berwyn,Cook County,IL,High,"1220 Elmwood Ave, Berwyn, IL"
"CMB Consulting, LLC",39.6443187,-76.0470515,17 Charles Carroll Ct,Port Deposit,Cecil County,MD,High,"17 Charles Carroll Court, Port Deposit, MD"
CMB One Corporation,41.796332,-87.629153,5401 S Wentworth Ave,Chicago,Cook County,IL,High,"5401 S Wentworth Ste 19, Chicago, IL"
"CMF Global, Inc.",32.653291,-116.960635,2445 Fenton St,Chula Vista,San Diego County,CA,High,"2445 Fenton Street, Chula Vista, CA"
CMH business corpor,40.115515,-83.113937,91 Browning Ct,Dublin,Franklin County,OH,High,"91 Browning Ct, Dublin, OH"
CML CONSULTING LLC,41.883443,-87.63427,208 W Washington St,Chicago,Cook County,IL,High,"208 West Washington St, Unit 1403, Chicago, IL"
"CMT Roofing, LLC",38.589511,-90.271165,4401 Ridgewood Ave,St Louis,St. Louis City,MO,High,"4401 Ridgewood Ave, St Louis, MO"
"CMTS, LLC",33.846999,-84.368705,3344 Peachtree Rd NE,Atlanta,Fulton County,GA,High,"3344 Peachtree Road Ne, Suite 800, Atlanta, GA"
COHEN PROPERTY GROUP LLC,42.367305,-87.83555,430 Cory Ave,Waukegan,Lake County,IL,High,"430 Cory Ave, Waukegan, IL"
"COMCENTIA, LLC",43.234981,-87.921508,1025 W Glen Oaks Ln,Mequon,Ozaukee County,WI,High,"1025 W Glen Oaks Lane Ste 102, Mequon, WI"
COMMAND INSULATION LLC,41.853249,-87.650462,2150 S Canalport Ave,Chicago,Cook County,IL,High,"2150 S Canalport Ave, Chicago, IL"
COMPLETE CONTRACT CONSULTING LLC,33.761498,-84.387897,260 Peachtree St,Atlanta,Fulton County,GA,High,"260 Peachtree Street, Suite 2000, Atlanta, GA"
"COMPLETE MECHANICAL HVAC SYSTEMS,INC",41.882149,-87.744246,4732 W Washington Blvd,Chicago,Cook County,IL,High,"4732 West Washington St, Chicago, IL"
"COMPUTER DRIVE OF SKOKIE, INC.",42.026044,-87.740079,4457 Oakton St,Skokie,Cook County,IL,High,"4457 Oakton Street, Skokie, IL"
"CONROY MEDIA, LTD.",41.846234,-87.949684,1211 W 22nd St,Oak Brook,DuPage County,IL,High,"1211 West 22nd Street - Suite 426, Oak Brook, IL"
"COORDINATE PROPERTIES, LLC",41.91795,-87.649231,815 W Armitage Ave,Chicago,Cook County,IL,High,"815 W Armitage Ave Apt 2, Chicago, IL"
"COORDINATED SYSTEMS CONSULTING, INC.",41.95451,-87.748578,4041 N Milwaukee Ave,Chicago,Cook County,IL,High,"4041 N Milwaukee Ave, Chicago, IL"
CORBETT EDUCATION CONSULTING LLC,40.147436,-89.362116,121 N Kickapoo St,Lincoln,Logan County,IL,High,"121 N Kickapoo St, Lincoln, IL"
"CORE - Center of Relational Empowerment, PC",41.883029,-87.62495,30 N Michigan Ave,Chicago,Cook County,IL,High,"30 N Michigan, Suite 1320, Chicago, IL"
CORPORATE CONCEPTS INC,41.851843,-88.027258,500 Waters Edge,Lombard,DuPage County,IL,High,"500 Waters Edge, Suite 200, Lombard, IL"
CORRECT BUILDERS AND REMODELERS LLC,41.515965,-87.770563,646 Highland Rd,Matteson,Cook County,IL,High,"646 Highland Road, Matteson, IL"
COUNTERMEASURES ASSESSMENT & SECURITY EXPERTS LLC,39.4628501,-75.7132811,36 E Sarazen Dr,Middletown,New Castle County,DE,High,"36 E Sarazen Dr, Middletown, DE"
"CP Industries, LLC",40.7813717,-111.9048917,560 W 500 N,Salt Lake City,Salt Lake County,UT,High,"560 North 500 West, Salt Lake City, UT"
CP2 LLC,41.86695,-87.748346,5000 W Roosevelt Rd,Chicago,,IL,High,"5000 W Roosevelt Rd, Suite 103A, Chicago, IL"
CPMH Construction Inc.,41.837185,-87.634872,3129 S Shields Ave,Chicago,Cook County,IL,High,"3129 S Shields, Chicago, IL"
"CQ Fluency, Inc.",40.898095,-74.034431,2 University Plaza,Hackensack,Bergen County,NJ,High,"2 University Plaza, Suite 406, Hackensack, NJ"
CQ Strategies & Consulting LLC,41.741097,-87.620636,8425 S Michigan Ave,Chicago,Cook County,IL,High,"8425 S Michigan Ave, Chicago, IL"
"CREA Construction, Inc.",41.884917,-87.630447,161 N Clark St,Chicago,Cook County,IL,High,"161 N Clark Suite 1600, Chicago, IL"
CROSS FIRE TRUCKING INC,42.308743,-88.429144,531 Leah Ln,Woodstock,McHenry County,IL,High,"531 Leah Lane, Apt 3D, Woodstock, IL"
CRUZ DESIGNS AND CONSULTANTS LLC,41.893464,-87.997655,731 W Terrace St,Villa Park,DuPage County,IL,High,"731 W Terrace St, Villa Park, IL"
"CS Dozing, LLC",39.8448318,-90.3099373,1551 Literberry Triopia Rd,Arenzville,Cass County,IL,High,"1551 Literberry-Triopia Rd, Arenzville, IL"
"CS IMAGING, INC.",42.379969,-87.903795,1401 N Delany Rd,Gurnee,Lake County,IL,High,"1401 N Delany Rd Ste B, Suite B, Gurnee, IL"
CS Research Inc,41.8368539,-88.0529067,2 Terrace Dr,Glen Ellyn,DuPage County,IL,High,"2S437 Terrace Dr, Glen Ellyn, IL"
"CS for Success, LLC",41.6941501,-87.5307867,11044 S Avenue F,Chicago,Cook County,IL,High,"11044 S Avenue F, Chicago, IL"
CSA Partners Ltd.,41.881797,-87.631232,105 W Madison St,Chicago,Cook County,IL,High,"105W Madison Street, Suite 703, Chicago, IL"
CSC ALUMINUM & GLASS INC,41.854479,-87.694671,1930 S Fairfield Ave,Chicago,Cook County,IL,High,"1930 S Fairfield Ave Ofi B, Chicago, IL"
CSC Group LLC,41.896171,-87.749785,4936 W Rice St,Chicago,Cook County,IL,High,"4936 W Rice St, Chicago, IL"
"CSD Environmental Services, Inc.",39.775842,-89.641666,2220 Yale Blvd,Springfield,Sangamon County,IL,High,"2220 Yale Blvd, Springfield, IL"
CSE Software Inc,40.688583,-89.591289,316 SW Washington St,Peoria,Peoria County,IL,High,"316 Sw Washington Street, Ste 300, Peoria, IL"
"CSI 3000, INC.",41.859114,-87.750945,1532 S 50th Ct,Cicero,Cook County,IL,High,"1532 S 50th Ct, Cicero, IL"
CSI Trans Corp,41.7679458,-87.9398662,546 Ridgemoor Dr,Willowbrook,DuPage County,IL,High,"546 Ridgemoor Dr, Willowbrook, IL"
"CSN Electric,LLC",41.505367,-88.224148,808 Butterfield Ct,Shorewood,Will County,IL,High,"808 Butterfield Court, Shorewood, IL"
CSS Co.,40.75712967,-89.60569763,,Peoria,Peoria County,IL,Medium,"P O Box 120703, Peoria, IL"
"CT Mechanical, LLC",41.922972,-88.018505,1200 W Capitol Dr,Addison,DuPage County,IL,High,"1200 Capitol Drive, Addison, IL"
CTF Illinois,41.64635,-87.736348,4735 135th St,Crestwood,Cook County,IL,High,"4735 135th St, Crestwood, IL"
CTG Inc. of Illinois,39.759846,-89.709871,3161 W White Oaks Dr,Springfield,Sangamon County,IL,High,"3161 West White Oaks Dr, Ste 100, Springfield, IL"
CUJAR - DVL Electrical Supply Company Inc,41.400429,-90.369484,17257 E 350th St,Orion,Henry County,IL,High,"17257 E 350th St, Orion, IL"
"CURRENT FLOW, LLC",41.869511,-87.663308,1440 W Taylor St,Chicago,Cook County,IL,High,"1440 W Taylor St, # 727, Chicago, IL"
CVK Enterprises Inc,42.3383,-87.888006,1171 S Northpoint Blvd,Waukegan,Lake County,IL,High,"1171 S Northpoint Blvd, Waukegan, IL"
CW Financial & Management Group LLC,39.830583,-88.880587,4855 E Baker Woods Ln,Decatur,Macon County,IL,High,"4855 E Baker Woods Ln, Decatur, IL"
CW3M Company Inc.,39.787291,-89.663595,701 S Grand Ave W,Springfield,Sangamon County,IL,High,"701 S Grand Ave W, Springfield, IL"
CWR TECHNOLOGIES L.L.C.,39.402117,-76.604481,28 Allegheny Ave,Towson,Baltimore County,MD,High,"28 Allegheny Ave Suite 500, Towson, MD"
"CYLA Design Associates, Inc.",41.880165,-87.785134,412 Madison St,Oak Park,Cook County,IL,High,"412 Madison St, Oak Park, IL"
"Cabinet Tree Studio, LLC",41.631983,-88.221596,13717 S Route 30,Plainfield,Will County,IL,High,"13717 S Route 30, Ste 109, Plainfield, IL"
"Cable Communications, Inc.",41.78085,-87.681677,6200 S Oakley Ave,Chicago,Cook County,IL,High,"6200 S Oakley Ave, Chicago, IL"
Cable Design and Fixture Inc,42.077039,-87.70512,705 11th St,Wilmette,Cook County,IL,High,"705 11th Street, #200, Wilmette, IL"
Cabo Construction Corp.,41.8649617,-87.7369773,1235 S Kilbourn Ave,Chicago,Cook County,IL,High,"1235 S Kilbourn Ave, Chicago, IL"
Cabrera Capital Markets LLC,41.880281,-87.634734,227 W Monroe St,Chicago,Cook County,IL,High,"227 West Monroe Street, Ste 3000, Ste 3000, Chicago, IL"
"Cabrera Capital Partners, LLC",41.880281,-87.634734,227 W Monroe St,Chicago,Cook County,IL,High,"227 W Monroe St, Ste 3000, Chicago, IL"
"Caff Logistics, LLC",41.842404,-87.788575,2626 East Ave,Berwyn,Cook County,IL,High,"2626 East Ave, Berwyn, IL"
Cahue Transport.Inc,41.799311,-87.753061,5128 S Laramie Ave,Chicago,Cook County,IL,High,"5128 S Laramie Ave, Chicago, IL"
"Cain and Company, Inc.",42.276294,-88.995615,685 Featherstone Rd,Rockford,Winnebago County,IL,High,"685 Featherstone Road, Rockford, IL"
Calfi Design,41.887794,-87.852113,1506 Saint Charles Rd,Maywood,Cook County,IL,High,"1506 St Charles Rd, Maywood, IL"
Calhoun Construction Inc.,38.554334,-90.041621,6600 W Main St,Belleville,St. Clair County,IL,High,"6600 Rear West Main Street, Belleville, IL"
Caliber Mechanical LLC,41.6537092,-87.5464435,3150 E 133rd St,Chicago,Cook County,IL,High,"3150 E 133rd St, Chicago, IL"
Call Flawless Inc,41.789689,-88.206208,5 Scots Dr,Naperville,DuPage County,IL,High,"5s475 Scots Dr Unit 7g, Naperville, IL"
"Calor Design Group, Ltd",41.92224,-87.687268,2217 N Western Ave,Chicago,Cook County,IL,High,"2217 N Western Ave, Chicago, IL"
"Calumet Decorating Service, Inc.",41.654005,-87.782979,6626 W 131st St,Palos Heights,Cook County,IL,High,"6626 W 131st Street, Palos Heights, IL"
